,VehicleNo,TripId,RouteNo,Direction,Destination,Pattern,Latitude,Longitude,RecordedTime,RouteMap
50,1539,10808068,412,WEST,SEA ISLAND SOUTH,WB1,49.1855,-123.146017,10:02:28 am,{'Href': 'https://nb.translink.ca/geodata/412.kmz'}
51,1540,10808136,413,EAST,RIVERPORT,EB1,49.140717,-123.10755,10:02:27 am,{'Href': 'https://nb.translink.ca/geodata/413.kmz'}
52,1541,10779743,103,WEST,QUAYSIDE,WB1,49.21685,-122.9012,10:01:55 am,{'Href': 'https://nb.translink.ca/geodata/103.kmz'}
53,1543,10811338,614,NORTH,SOUTH DELTA EXCH,NB1,49.036367,-123.068583,10:02:16 am,{'Href': 'https://nb.translink.ca/geodata/614.kmz'}
54,1544,10786005,147,EAST,EDMONDS STN,EB1,49.21485,-122.991017,10:01:43 am,{'Href': 'https://nb.translink.ca/geodata/147.kmz'}
55,16002,10784259,133,EAST,EDMONDS STN,EB1,49.264483,-122.981283,10:02:32 am,{'Href': 'https://nb.translink.ca/geodata/133.kmz'}
56,16006,10868997,100,EAST,22ND ST STN VIA TRAPP,EB1TR,49.203317,-123.1334,09:57:05 am,{'Href': 'https://nb.translink.ca/geodata/100.kmz'}
57,16009,10782592,123,WEST,BRENTWOOD STN,WB1,49.204133,-122.9151,10:01:30 am,{'Href': 'https://nb.translink.ca/geodata/123.kmz'}
58,16011,10782030,119,EAST,EDMONDS STN,EB1,49.2259,-123.002483,10:00:49 am,{'Href': 'https://nb.translink.ca/geodata/119.kmz'}
59,16013,10807589,410,EAST,22ND ST STN,EB1,49.183983,-123.13655,10:01:43 am,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
60,16015,10782032,119,EAST,EDMONDS STN,EB1,49.21845,-122.964,10:02:26 am,{'Href': 'https://nb.translink.ca/geodata/119.kmz'}
61,16016,10869114,100,WEST,MARPOLE,WB1,49.208133,-123.0431,10:01:02 am,{'Href': 'https://nb.translink.ca/geodata/100.kmz'}
62,16017,10781117,110,EAST,LOUGHEED STN,EB1,49.2418,-122.976217,10:02:26 am,{'Href': 'https://nb.translink.ca/geodata/110.kmz'}
63,16024,10781447,112,WEST,EDMONDS STN,WB1,49.201133,-122.91435,09:59:38 am,{'Href': 'https://nb.translink.ca/geodata/112.kmz'}
64,16029,10781442,112,WEST,EDMONDS STN,WB1,49.216167,-122.943383,10:02:06 am,{'Href': 'https://nb.translink.ca/geodata/112.kmz'}
65,16034,10802099,340,WEST,22ND ST STN,WB1,49.136083,-122.9302,10:02:28 am,{'Href': 'https://nb.translink.ca/geodata/340.kmz'}
66,16035,10780667,106,WEST,EDMONDS STN,WB106,49.2195,-122.928217,10:02:17 am,{'Href': 'https://nb.translink.ca/geodata/106.kmz'}
67,16036,10779373,101,EAST,LOUGHEED STN,EB1,49.230983,-122.91965,10:02:27 am,{'Href': 'https://nb.translink.ca/geodata/101.kmz'}
68,16038,10782031,119,EAST,EDMONDS STN,EB1,49.227683,-123.004683,10:02:31 am,{'Href': 'https://nb.translink.ca/geodata/119.kmz'}
69,16050,10807689,410,WEST,BRIGHOUSE STN,W1,49.182283,-123.06915,10:01:47 am,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
70,16102,10808495,430,WEST,BRIGHOUSE STN,WB1,49.1788,-123.12465,10:01:06 am,{'Href': 'https://nb.translink.ca/geodata/430.kmz'}
71,16103,10807140,408,EAST,RIVERPORT,EB1HRP,49.15695,-123.1254,10:01:29 am,{'Href': 'https://nb.translink.ca/geodata/408.kmz'}
72,16105,10805246,402,NORTH,BRIGHOUSE STN,NB3,49.166767,-123.133683,09:54:47 am,{'Href': 'https://nb.translink.ca/geodata/402.kmz'}
73,16106,10807208,408,WEST,BRIGHOUSE STN,WB1RP,49.1596,-123.1254,10:01:36 am,{'Href': 'https://nb.translink.ca/geodata/408.kmz'}
74,16107,10804964,401,WEST,ONE ROAD,WB1E,49.1587,-123.181133,10:02:08 am,{'Href': 'https://nb.translink.ca/geodata/401.kmz'}
75,16109,10805565,403,NORTH,BRIDGEPORT STN,NB1,49.174483,-123.136667,10:00:59 am,{'Href': 'https://nb.translink.ca/geodata/403.kmz'}
76,16110,10807207,408,WEST,BRIGHOUSE STN,WB1RP,49.133517,-123.0841,10:02:16 am,{'Href': 'https://nb.translink.ca/geodata/408.kmz'}
77,16117,10807206,408,WEST,BRIGHOUSE STN,WB1RP,49.135183,-123.06455,10:01:17 am,{'Href': 'https://nb.translink.ca/geodata/408.kmz'}
78,16118,10805571,403,SOUTH,THREE ROAD,SB1,49.195117,-123.1266,10:02:18 am,{'Href': 'https://nb.translink.ca/geodata/403.kmz'}
79,16119,10806852,407,SOUTH,GILBERT,SB1E,49.170233,-123.141083,10:02:29 am,{'Href': 'https://nb.translink.ca/geodata/407.kmz'}
80,16121,10806041,405,NORTH,CAMBIE,NB1E,49.178467,-123.113983,10:02:24 am,{'Href': 'https://nb.translink.ca/geodata/405.kmz'}
81,16123,10806531,406,SOUTH,STEVESTON,SB1W,49.1681,-123.136617,10:02:32 am,{'Href': 'https://nb.translink.ca/geodata/406.kmz'}
82,16124,10804914,401,EAST,BRIGHOUSE STN,EB1,49.170167,-123.1387,10:01:15 am,{'Href': 'https://nb.translink.ca/geodata/401.kmz'}
83,16126,10804909,401,EAST,BRIGHOUSE STN,EB1,49.143317,-123.18135,10:02:13 am,{'Href': 'https://nb.translink.ca/geodata/401.kmz'}
84,16127,10806443,406,NORTH,BRIGHOUSE STN,NB1,49.141017,-123.186333,10:02:22 am,{'Href': 'https://nb.translink.ca/geodata/406.kmz'}
85,16132,11378636,250,WEST,DUNDARAVE - TO 25TH & MARINE,WB4,49.334783,-123.181817,10:02:30 am,{'Href': 'https://nb.translink.ca/geodata/250.kmz'}
86,16134,11378651,250,WEST,DUNDARAVE - TO 25TH & MARINE,WB4,49.279883,-123.112433,10:01:28 am,{'Href': 'https://nb.translink.ca/geodata/250.kmz'}
87,16135,11378552,250,EAST,VANCOUVER,EB1,49.328617,-123.1635,10:02:21 am,{'Href': 'https://nb.translink.ca/geodata/250.kmz'}
88,16137,10808451,430,EAST,METROTOWN STN,EB1,49.22655,-123.00865,10:02:15 am,{'Href': 'https://nb.translink.ca/geodata/430.kmz'}
89,16140,11378831,255,WEST,DUNDARAVE - TO 25TH & MARINE,WB1AB,49.321467,-123.095383,10:02:19 am,{'Href': 'https://nb.translink.ca/geodata/255.kmz'}
90,16203,10774663,049,EAST,METROTOWN STN,EB1,49.225783,-123.107717,10:02:01 am,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
91,16207,10774719,049,WEST,UBC,WB1,49.226483,-123.12645,10:02:06 am,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
92,16212,10811944,620,SOUTH,TSAWW. FERRY VIA LADNER EXCH,SB1,49.180333,-123.101467,10:01:00 am,{'Href': 'https://nb.translink.ca/geodata/620.kmz'}
93,16220,10774606,049,EAST,METROTOWN STN,EB1,49.227217,-123.160317,10:02:24 am,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
94,16221,10774738,049,WEST,UBC,WB1,49.22515,-123.063483,10:01:13 am,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
95,16223,10811889,620,NORTH,BRIDGEPORT STN VIA LADNER EXCH,NB1,49.050767,-123.05775,10:02:30 am,{'Href': 'https://nb.translink.ca/geodata/620.kmz'}
96,16502,10780936,109,NORTH,LOUGHEED STN,NB1,49.2017,-122.91065,10:02:12 am,{'Href': 'https://nb.translink.ca/geodata/109.kmz'}
97,16504,10789957,181,SOUTH,MOODY CTR STN,SB1,49.278867,-122.848933,10:00:45 am,{'Href': 'https://nb.translink.ca/geodata/181.kmz'}
98,16506,10787541,157,EAST,BURQUITLAM STN,EB1,49.247733,-122.894883,09:58:38 am,{'Href': 'https://nb.translink.ca/geodata/157.kmz'}
99,16507,10790994,186,SOUTH,COQ CTRL STN,SB1,49.293383,-122.790533,10:02:00 am,{'Href': 'https://nb.translink.ca/geodata/186.kmz'}
100,16508,10789770,180,SOUTH,LOUGHEED STN,SB1,49.277867,-122.845817,10:00:18 am,{'Href': 'https://nb.translink.ca/geodata/180.kmz'}
101,16511,10784705,136,WEST,BRENTWOOD STN,WB1,49.268117,-122.975633,10:01:46 am,{'Href': 'https://nb.translink.ca/geodata/136.kmz'}
102,16514,10812706,719,SOUTH,FRASER WAY,SB1,49.220733,-122.672667,09:56:11 am,{'Href': 'https://nb.translink.ca/geodata/719.kmz'}
103,16515,10786952,153,EAST,COQ CTRL STN,EB1,49.23345,-122.8826,10:00:42 am,{'Href': 'https://nb.translink.ca/geodata/153.kmz'}
104,16517,10789046,172,EAST,RIVERSIDE,EB1,49.269383,-122.780833,10:01:17 am,{'Href': 'https://nb.translink.ca/geodata/172.kmz'}
105,16518,10787572,157,WEST,LOUGHEED STN,WB1,49.261467,-122.89015,10:00:43 am,{'Href': 'https://nb.translink.ca/geodata/157.kmz'}
106,16519,10790486,184,NORTH,NOONS CREEK,NB1,49.29745,-122.814267,10:01:47 am,{'Href': 'https://nb.translink.ca/geodata/184.kmz'}
107,16520,10789214,173,EAST,CEDAR,EB1,49.2752,-122.798983,10:01:46 am,{'Href': 'https://nb.translink.ca/geodata/173.kmz'}
108,16522,10791215,187,NORTH,PARKWAY,NB1,49.320717,-122.792883,10:01:56 am,{'Href': 'https://nb.translink.ca/geodata/187.kmz'}
109,16523,10791676,189,NORTH,LAFARGE PARK,NB2,49.27575,-122.7904,10:02:16 am,{'Href': 'https://nb.translink.ca/geodata/189.kmz'}
110,16524,10784474,134,EAST,LAKE CITY STN,EB1,49.26895,-122.964617,10:02:21 am,{'Href': 'https://nb.translink.ca/geodata/134.kmz'}
111,16528,10789073,172,WEST,COQ CTRL STN,WB1,49.271267,-122.738133,10:02:33 am,{'Href': 'https://nb.translink.ca/geodata/172.kmz'}
112,16533,10788604,170,NORTH,PT COQ STN,NB1,49.243417,-122.78165,10:01:55 am,{'Href': 'https://nb.translink.ca/geodata/170.kmz'}
113,16534,10789439,174,WEST,COQ CTRL STN,WB1,49.285733,-122.753567,10:01:54 am,{'Href': 'https://nb.translink.ca/geodata/174.kmz'}
114,16535,10812938,741,NORTH,ANDERSON CREEK,NB1,49.238467,-122.579433,10:02:26 am,{'Href': 'https://nb.translink.ca/geodata/741.kmz'}
115,16537,10787570,157,WEST,LOUGHEED STN,WB1,49.244983,-122.858583,10:02:19 am,{'Href': 'https://nb.translink.ca/geodata/157.kmz'}
116,16541,10786983,153,WEST,BRAID STN,WB1,49.271467,-122.80215,10:02:28 am,{'Href': 'https://nb.translink.ca/geodata/153.kmz'}
117,16542,10790949,186,NORTH,HAMPTON PARK,NB1,49.275983,-122.798133,09:55:00 am,{'Href': 'https://nb.translink.ca/geodata/186.kmz'}
118,16543,10791216,187,NORTH,PARKWAY,NB1,49.276017,-122.798217,10:00:45 am,{'Href': 'https://nb.translink.ca/geodata/187.kmz'}
119,16545,10790540,184,SOUTH,MOODY CTR STN,SB1,49.287233,-122.82305,10:02:20 am,{'Href': 'https://nb.translink.ca/geodata/184.kmz'}
120,16548,10788868,171,WEST,COQ CTRL STN,WB1,49.266783,-122.774567,10:01:19 am,{'Href': 'https://nb.translink.ca/geodata/171.kmz'}
121,16550,10789405,174,EAST,ROCKLIN,EB1,49.2612,-122.774067,10:02:19 am,{'Href': 'https://nb.translink.ca/geodata/174.kmz'}
122,16557,10812812,733,NORTH,ROCK RIDGE,NB1,49.221483,-122.57925,10:02:33 am,{'Href': 'https://nb.translink.ca/geodata/733.kmz'}
123,16559,10813336,748,EAST,THORNHILL,EB1,49.216983,-122.600717,10:02:21 am,{'Href': 'https://nb.translink.ca/geodata/748.kmz'}
124,16562,10789727,180,NORTH,MOODY CTR STN,NB1,49.247917,-122.895167,10:01:26 am,{'Href': 'https://nb.translink.ca/geodata/180.kmz'}
125,16601,11378533,250,EAST,VANCOUVER,EB1,49.37395,-123.272933,10:02:26 am,{'Href': 'https://nb.translink.ca/geodata/250.kmz'}
126,16603,11378509,250,EAST,VANCOUVER,EB2,49.334733,-123.181617,10:02:11 am,{'Href': 'https://nb.translink.ca/geodata/250.kmz'}
127,16604,11378797,255,EAST,CAPILANO UNIVERSITY - VIA LYNN VALLEY,EB1B,49.326333,-123.056167,10:01:52 am,{'Href': 'https://nb.translink.ca/geodata/255.kmz'}
128,17501,11153400,262,SOUTH,CAULFEILD,SB1EX,49.370267,-123.27815,10:02:29 am,{'Href': 'https://nb.translink.ca/geodata/262.kmz'}
129,17503,11153317,251,EAST,PARK ROYAL - ONLY,EB1NEW,49.326783,-123.142167,10:01:20 am,{'Href': 'https://nb.translink.ca/geodata/251.kmz'}
130,17505,11153201,215,WEST,PHIBBS EXCH,WB1,49.313117,-122.9922,10:01:51 am,{'Href': 'https://nb.translink.ca/geodata/215.kmz'}
131,17507,10784502,134,WEST,BRENTWOOD STN,WB1,49.261783,-122.966733,10:02:28 am,{'Href': 'https://nb.translink.ca/geodata/134.kmz'}
132,17509,10789247,173,WEST,COQ CTRL STN,WB1,49.263517,-122.78045,10:01:02 am,{'Href': 'https://nb.translink.ca/geodata/173.kmz'}
133,17510,10784674,136,EAST,LOUGHEED STN,EB1,49.267983,-122.9686,10:01:47 am,{'Href': 'https://nb.translink.ca/geodata/136.kmz'}
134,17512,10790073,182,SOUTH,MOODY CTR STN,SB1,49.299417,-122.835183,10:02:08 am,{'Href': 'https://nb.translink.ca/geodata/182.kmz'}
135,17514,10813072,743,WEST,MEADOWTOWN,WB1,49.21965,-122.596617,10:01:26 am,{'Href': 'https://nb.translink.ca/geodata/743.kmz'}
136,17516,10803202,360,WEST,OCEAN PARK,WB1,49.02925,-122.793033,10:00:22 am,{'Href': 'https://nb.translink.ca/geodata/360.kmz'}
137,17518,10811679,618,SOUTH,LADNER EXCH,SB1R,49.0902,-123.067717,10:02:26 am,{'Href': 'https://nb.translink.ca/geodata/618.kmz'}
138,17520,10798096,310,WEST,LADNER,WB1,49.137867,-122.887667,09:56:42 am,{'Href': 'https://nb.translink.ca/geodata/310.kmz'}
139,17521,10803635,363,SOUTH,PEACE ARCH HOSPITAL,SB1,49.058083,-122.809117,10:02:07 am,{'Href': 'https://nb.translink.ca/geodata/363.kmz'}
140,17522,10803457,362,SOUTH,SEASIDE,SB1,49.034383,-122.803683,10:02:10 am,{'Href': 'https://nb.translink.ca/geodata/362.kmz'}
141,17524,10801800,337,WEST,SURREY CTRL STN,WB2,49.200833,-122.785217,10:02:22 am,{'Href': 'https://nb.translink.ca/geodata/337.kmz'}
142,17526,10800301,322,WEST,SCOTTSDALE,WB1,49.132933,-122.84265,10:02:24 am,{'Href': 'https://nb.translink.ca/geodata/322.kmz'}
143,17528,10803620,363,SOUTH,PEACE ARCH HOSPITAL,SB1,49.023917,-122.79785,10:02:20 am,{'Href': 'https://nb.translink.ca/geodata/363.kmz'}
144,17530,10803308,361,WEST,OCEAN PARK,WB1,49.03415,-122.804017,10:01:37 am,{'Href': 'https://nb.translink.ca/geodata/361.kmz'}
145,17532,10811546,617,EAST,EAST LADNER,EB1,49.08755,-123.062367,09:56:48 am,{'Href': 'https://nb.translink.ca/geodata/617.kmz'}
146,17533,10804362,373,WEST,SURREY CTRL STN,WB1,49.195767,-122.8063,10:02:04 am,{'Href': 'https://nb.translink.ca/geodata/373.kmz'}
147,17534,10800262,322,EAST,NEWTON EXCH,EB1,49.13395,-122.884217,10:02:09 am,{'Href': 'https://nb.translink.ca/geodata/322.kmz'}
148,17536,10804346,373,EAST,GUILDFORD,EB1,49.189033,-122.849517,10:01:19 am,{'Href': 'https://nb.translink.ca/geodata/373.kmz'}
149,17539,10801712,337,EAST,FRASER HTS,EB2,49.188817,-122.848517,10:01:38 am,{'Href': 'https://nb.translink.ca/geodata/337.kmz'}
150,17540,10809679,531,SOUTH,WHITE ROCK CTR,SB1,49.103283,-122.668867,10:02:23 am,{'Href': 'https://nb.translink.ca/geodata/531.kmz'}
151,17542,10803587,363,NORTH,SOUTHPOINT,NB1,49.0311,-122.797283,10:01:58 am,{'Href': 'https://nb.translink.ca/geodata/363.kmz'}
152,17543,10809670,531,NORTH,WILLOWBROOK,NB1,49.118983,-122.654833,10:01:20 am,{'Href': 'https://nb.translink.ca/geodata/531.kmz'}
153,17545,10811429,616,EAST,LADNER EXCH,EB2,49.08875,-123.094967,10:02:13 am,{'Href': 'https://nb.translink.ca/geodata/616.kmz'}
154,17547,10809701,531,SOUTH,WHITE ROCK CTR,SB1,49.044967,-122.8012,10:02:17 am,{'Href': 'https://nb.translink.ca/geodata/531.kmz'}
155,17548,10809640,531,NORTH,WILLOWBROOK,NB1,49.045667,-122.755617,10:01:48 am,{'Href': 'https://nb.translink.ca/geodata/531.kmz'}
156,18024,10777263,096,SOUTH,NEWTON EXCH B-LINE,SB1GT,49.19155,-122.80325,10:01:34 am,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
157,18025,10777160,096,NORTH,GUILDFORD B-LINE,NB1GT,49.150967,-122.845583,10:01:40 am,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
158,18027,10777262,096,SOUTH,NEWTON EXCH B-LINE,SB1GT,49.15,-122.8458,10:02:02 am,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
159,18030,10826331,503,EAST,FRASER HWY EXP/LANGLEY CTR,EB4,49.113467,-122.678983,10:02:17 am,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
160,18032,10777310,096,SOUTH,NEWTON EXCH B-LINE,SB1GT,49.189167,-122.8477,10:01:58 am,{'Href': 'https://nb.translink.ca/geodata/096.kmz'}
161,18050,10809993,555,WEST,PORT MANN EXP/LOUGHEED STN,WB1,49.160733,-122.66,09:58:17 am,{'Href': 'https://nb.translink.ca/geodata/555.kmz'}
162,18051,10810008,555,WEST,PORT MANN EXP/LOUGHEED STN,WB1,49.247633,-122.8953,10:02:22 am,{'Href': 'https://nb.translink.ca/geodata/555.kmz'}
163,18053,10797520,257,WEST,HORSESHOE BAY,W1,49.336467,-123.156933,10:01:46 am,{'Href': 'https://nb.translink.ca/geodata/257.kmz'}
164,18054,10778301,099,WEST,UBC B-LINE,W1,49.262483,-123.090183,10:00:55 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
165,18060,10778279,099,EAST,COMM'L-BDWAY STN,E1,49.26745,-123.2469,10:02:34 am,{'Href': 'https://nb.translink.ca/geodata/099.kmz'}
166,18104,10810732,595,SOUTH,LANGLEY CTR,SB1,49.171917,-122.668117,10:02:14 am,{'Href': 'https://nb.translink.ca/geodata/595.kmz'}
167,18106,10826304,503,EAST,FRASER HWY EXP/ALDERGROVE,EB1,49.169717,-122.81105,10:01:26 am,{'Href': 'https://nb.translink.ca/geodata/503.kmz'}
168,18107,10804512,375,SOUTH,WHITE ROCK S.,SB1,49.162417,-122.80155,10:02:25 am,{'Href': 'https://nb.translink.ca/geodata/375.kmz'}
169,18108,10801427,335,EAST,NEWTON  EXCH,EB1N,49.188733,-122.848317,10:00:42 am,{'Href': 'https://nb.translink.ca/geodata/335.kmz'}
170,18110,10799975,321,SOUTH,WHITE ROCK CTR,S9DB7,49.188467,-122.850183,10:02:15 am,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
171,18113,10826775,502,EAST,LANGLEY CTR,EB7,49.14745,-122.755683,10:02:26 am,{'Href': 'https://nb.translink.ca/geodata/502.kmz'}
172,18115,10799919,321,NORTH,SURREY CTRL STN,N8LD7,49.13915,-122.845517,10:02:26 am,{'Href': 'https://nb.translink.ca/geodata/321.kmz'}
173,18116,10799100,319,SOUTH,NEWTON EXCH,SB6,49.204417,-122.87575,10:02:08 am,{'Href': 'https://nb.translink.ca/geodata/319.kmz'}
