,VehicleNo,TripId,RouteNo,Direction,Destination,Pattern,Latitude,Longitude,RecordedTime,RouteMap
62,15021,10774512,049,WEST,UBC,WB1,49.235283,-123.1979,04:46:53 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
63,1504,10790615,185,NORTH,LANSDOWNE,NB1,49.279167,-122.8083,04:47:13 pm,{'Href': 'https://nb.translink.ca/geodata/185.kmz'}
64,1505,10789125,173,EAST,CEDAR,EB1,49.274983,-122.79875,04:46:53 pm,{'Href': 'https://nb.translink.ca/geodata/173.kmz'}
65,1509,10785947,147,EAST,EDMONDS STN,EB1,49.214833,-122.993267,04:47:15 pm,{'Href': 'https://nb.translink.ca/geodata/147.kmz'}
66,1511,10770658,023,WEST,BEACH,WB1,49.2852,-123.14265,04:46:39 pm,{'Href': 'https://nb.translink.ca/geodata/023.kmz'}
67,1512,10808078,413,EAST,RIVERPORT,EB1PK,49.1336,-123.073917,04:46:53 pm,{'Href': 'https://nb.translink.ca/geodata/413.kmz'}
68,1513,10775639,070,SOUTH,WESBROOK MALL,SB1,49.263917,-123.24355,04:47:27 pm,{'Href': 'https://nb.translink.ca/geodata/070.kmz'}
69,1514,10770511,023,EAST,MAIN ST STN,EB1,49.27755,-123.10765,04:47:27 pm,{'Href': 'https://nb.translink.ca/geodata/023.kmz'}
70,1517,10785957,147,WEST,METROTOWN STN,WB1,49.218817,-123.012433,04:46:22 pm,{'Href': 'https://nb.translink.ca/geodata/147.kmz'}
71,1518,10811313,614,NORTH,SOUTH DELTA EXCH,NB1,49.01065,-123.090133,04:46:41 pm,{'Href': 'https://nb.translink.ca/geodata/614.kmz'}
72,1520,10784050,132,SOUTH,HASTINGS AT GILMORE,SB1,49.2835,-122.991467,04:47:25 pm,{'Href': 'https://nb.translink.ca/geodata/132.kmz'}
73,1521,10808213,414,WEST,RICHMOND OVAL,WB1,49.168383,-123.136467,04:46:15 pm,{'Href': 'https://nb.translink.ca/geodata/414.kmz'}
74,1522,10779598,103,WEST,QUAYSIDE,WB1,49.200983,-122.911983,04:46:54 pm,{'Href': 'https://nb.translink.ca/geodata/103.kmz'}
75,1523,10808290,416,WEST,BRIGHOUSE STN,WB1,49.181483,-123.082167,04:46:36 pm,{'Href': 'https://nb.translink.ca/geodata/416.kmz'}
76,1526,10780139,105,EAST,UPTOWN,EB1,49.21145,-122.923467,04:46:24 pm,{'Href': 'https://nb.translink.ca/geodata/105.kmz'}
77,1527,10779597,103,WEST,QUAYSIDE,WB1,49.21235,-122.89865,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/103.kmz'}
78,1528,10779510,103,EAST,VICTORIA HILL,EB1,49.212783,-122.898433,04:47:19 pm,{'Href': 'https://nb.translink.ca/geodata/103.kmz'}
79,1529,10785736,146,NORTH,METROTOWN STN,NB1,49.214817,-123.020233,04:47:12 pm,{'Href': 'https://nb.translink.ca/geodata/146.kmz'}
80,1530,10770631,023,WEST,BEACH,WB1,49.273433,-123.101583,04:46:53 pm,{'Href': 'https://nb.translink.ca/geodata/023.kmz'}
81,1536,10786177,148,WEST,ROYAL OAK STN,WB1,49.212083,-122.958083,04:46:45 pm,{'Href': 'https://nb.translink.ca/geodata/148.kmz'}
82,1538,10770699,023,WEST,BEACH,WB1,49.169333,-122.97735,04:46:21 pm,{'Href': 'https://nb.translink.ca/geodata/023.kmz'}
83,1539,10775595,070,NORTH,UBC EXCH,NB1,49.253333,-123.234333,04:46:38 pm,{'Href': 'https://nb.translink.ca/geodata/070.kmz'}
84,1540,10770649,023,WEST,BEACH,WB1,49.274983,-123.132167,04:47:27 pm,{'Href': 'https://nb.translink.ca/geodata/023.kmz'}
85,1541,10808289,416,WEST,BRIGHOUSE STN,WB1,49.182233,-123.06915,04:47:12 pm,{'Href': 'https://nb.translink.ca/geodata/416.kmz'}
86,1544,10775621,070,SOUTH,WESBROOK MALL,SB1,49.259167,-123.24495,04:47:03 pm,{'Href': 'https://nb.translink.ca/geodata/070.kmz'}
87,16002,10779311,101,WEST,22ND ST STN,WB1,49.220667,-122.9293,04:47:50 pm,{'Href': 'https://nb.translink.ca/geodata/101.kmz'}
88,16003,10781025,110,EAST,LOUGHEED STN,EB1,49.24875,-122.974683,04:46:02 pm,{'Href': 'https://nb.translink.ca/geodata/110.kmz'}
89,16004,10780533,106,WEST,EDMONDS STN,WB106,49.213567,-122.92085,04:47:12 pm,{'Href': 'https://nb.translink.ca/geodata/106.kmz'}
90,16005,10781567,116,EAST,EDMONDS STN,EB1,49.2115,-122.95585,04:47:01 pm,{'Href': 'https://nb.translink.ca/geodata/116.kmz'}
91,16006,10869281,100,WEST,MARPOLE,WB1-71,49.2082,-123.040617,04:47:51 pm,{'Href': 'https://nb.translink.ca/geodata/100.kmz'}
92,16007,10780448,106,WEST,EDMONDS STN,WB106,49.212033,-122.918883,04:46:49 pm,{'Href': 'https://nb.translink.ca/geodata/106.kmz'}
93,16009,10807420,410,EAST,22ND ST STN VIA FRASERWOOD,EB1FR,49.18885,-122.945433,04:46:30 pm,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
94,16011,10779950,104,NORTH,22ND ST STN,NB1,49.161417,-122.967233,04:47:25 pm,{'Href': 'https://nb.translink.ca/geodata/104.kmz'}
95,16013,10782758,128,EAST,BRAID STN,EB1,49.21375,-122.928117,04:46:35 pm,{'Href': 'https://nb.translink.ca/geodata/128.kmz'}
96,16014,10781006,110,EAST,LOUGHEED STN,EB1,49.253483,-122.901017,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/110.kmz'}
97,16015,10783062,129,WEST,PATTERSON STN,WB1,49.272033,-122.981133,04:46:38 pm,{'Href': 'https://nb.translink.ca/geodata/129.kmz'}
98,16016,10819972,144,SOUTH,METROTOWN STN,SB1,49.239417,-122.963483,04:46:43 pm,{'Href': 'https://nb.translink.ca/geodata/144.kmz'}
99,16018,10807435,410,EAST,22ND ST STN VIA FRASERWOOD,EB1FR,49.1916,-122.942433,04:46:55 pm,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
100,16020,10785028,144,SOUTH,METROTOWN STN,SB1,49.258383,-122.9646,04:47:31 pm,{'Href': 'https://nb.translink.ca/geodata/144.kmz'}
101,16021,10784224,133,WEST,HOLDOM STN,WB1,49.236833,-122.95605,04:46:28 pm,{'Href': 'https://nb.translink.ca/geodata/133.kmz'}
102,16023,10780005,104,SOUTH,ANNACIS ISLAND,SB1,49.187483,-122.94375,04:46:35 pm,{'Href': 'https://nb.translink.ca/geodata/104.kmz'}
103,16024,10807425,410,EAST,22ND ST STN VIA FRASERWOOD,EB1FR,49.171883,-123.069183,04:46:13 pm,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
104,16025,10780524,106,WEST,EDMONDS STN,WB106,49.221733,-122.9454,04:47:28 pm,{'Href': 'https://nb.translink.ca/geodata/106.kmz'}
105,16026,10802036,340,WEST,22ND ST STN,WB1,49.182533,-122.959683,04:46:01 pm,{'Href': 'https://nb.translink.ca/geodata/340.kmz'}
106,16027,10784959,144,NORTH,SFU,NB1,49.275083,-122.9405,04:45:41 pm,{'Href': 'https://nb.translink.ca/geodata/144.kmz'}
107,16028,10802032,340,WEST,22ND ST STN,WB1,49.119033,-122.902233,04:46:38 pm,{'Href': 'https://nb.translink.ca/geodata/340.kmz'}
108,16031,10785066,144,SOUTH,METROTOWN STN,SB1,49.2473,-122.974683,04:47:15 pm,{'Href': 'https://nb.translink.ca/geodata/144.kmz'}
109,16032,10807566,410,WEST,BRIGHOUSE STN VIA FRASERWOOD,W1FR,49.171217,-123.069183,04:47:18 pm,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
110,16034,10807575,410,WEST,BRIGHOUSE STN VIA FRASERWOOD,W1FR,49.19045,-122.942967,04:47:01 pm,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
111,16036,10807453,410,WEST,BRIGHOUSE STN VIA FRASERWOOD,W1FR,49.182033,-123.136583,04:47:24 pm,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
112,16037,10869148,100,EAST,22ND ST STN VIA TRAPP,EB1TR,49.207583,-123.0469,04:47:19 pm,{'Href': 'https://nb.translink.ca/geodata/100.kmz'}
113,16038,10781348,112,WEST,EDMONDS STN,WB1,0.0,0.0,04:47:28 pm,{'Href': 'https://nb.translink.ca/geodata/112.kmz'}
114,16039,10801978,340,EAST,SCOTTSDALE,EB1,49.128017,-122.928217,04:46:41 pm,{'Href': 'https://nb.translink.ca/geodata/340.kmz'}
115,16040,10782385,123,EAST,NEW WEST STN,EB1,49.2551,-123.004317,04:46:20 pm,{'Href': 'https://nb.translink.ca/geodata/123.kmz'}
116,16041,10801977,340,EAST,SCOTTSDALE,EB1,49.1312,-122.890283,04:45:41 pm,{'Href': 'https://nb.translink.ca/geodata/340.kmz'}
117,16042,10807563,410,WEST,BRIGHOUSE STN VIA FRASERWOOD,W1FR,49.171067,-122.972233,04:47:26 pm,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
118,16044,10802001,340,WEST,22ND ST STN,WB1,49.1378,-122.887917,04:36:00 pm,{'Href': 'https://nb.translink.ca/geodata/340.kmz'}
119,16045,10781928,119,WEST,METROTOWN STN,WB119,49.217433,-122.952917,04:46:16 pm,{'Href': 'https://nb.translink.ca/geodata/119.kmz'}
120,16047,10784151,133,EAST,EDMONDS STN,EB1,49.232333,-122.96015,04:47:29 pm,{'Href': 'https://nb.translink.ca/geodata/133.kmz'}
121,16049,10784192,133,WEST,HOLDOM STN,WB1,49.237933,-122.957467,04:46:31 pm,{'Href': 'https://nb.translink.ca/geodata/133.kmz'}
122,16050,10807396,410,EAST,22ND ST STN VIA FRASERWOOD,EB1FR,49.180333,-122.966617,04:47:47 pm,{'Href': 'https://nb.translink.ca/geodata/410.kmz'}
123,16101,10806301,406,SOUTH,STEVESTON,SB1W,49.172,-123.134967,04:46:11 pm,{'Href': 'https://nb.translink.ca/geodata/406.kmz'}
124,16102,10823395,480,EAST,BRIDGEPORT STN,EB1BP,49.23435,-123.1398,04:47:28 pm,{'Href': 'https://nb.translink.ca/geodata/480.kmz'}
125,16103,10806021,405,SOUTH,FIVE ROAD VIA VULCAN,SB1VW,49.17385,-123.133283,04:47:17 pm,{'Href': 'https://nb.translink.ca/geodata/405.kmz'}
126,16105,10808362,430,EAST,METROTOWN STN,EB1,49.170167,-123.1348,04:46:20 pm,{'Href': 'https://nb.translink.ca/geodata/430.kmz'}
127,16106,10805412,403,NORTH,BRIDGEPORT STN,NB1,49.134533,-123.065317,04:40:32 pm,{'Href': 'https://nb.translink.ca/geodata/403.kmz'}
128,16108,10805494,403,SOUTH,THREE ROAD,SB1PK,49.1727,-123.1367,04:46:34 pm,{'Href': 'https://nb.translink.ca/geodata/403.kmz'}
129,16109,10806733,407,NORTH,BRIDGEPORT VIA VULCAN,NB2,49.126417,-123.183733,04:46:47 pm,{'Href': 'https://nb.translink.ca/geodata/407.kmz'}
130,16110,10807037,408,WEST,BRIGHOUSE STN,WB1HW,49.168233,-123.136467,04:47:24 pm,{'Href': 'https://nb.translink.ca/geodata/408.kmz'}
131,16111,10806347,406,SOUTH,STEVESTON,SB1W,49.16285,-123.136633,04:47:04 pm,{'Href': 'https://nb.translink.ca/geodata/406.kmz'}
132,16112,10806801,407,SOUTH,GILBERT VIA VULCAN,SB2W,49.178083,-123.124667,04:47:27 pm,{'Href': 'https://nb.translink.ca/geodata/407.kmz'}
133,16114,10802697,351,NORTH,BRIDGEPORT STN,NB1,49.181767,-123.103267,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/351.kmz'}
134,16115,10808360,430,EAST,METROTOWN STN,EB1,49.22195,-123.014333,04:47:01 pm,{'Href': 'https://nb.translink.ca/geodata/430.kmz'}
135,16117,10805971,405,NORTH,CAMBIE VIA VULCAN,NB1WV,49.194467,-123.077333,04:46:45 pm,{'Href': 'https://nb.translink.ca/geodata/405.kmz'}
136,16118,10823456,480,WEST,UBC,WB1P1,49.193933,-123.1245,04:46:42 pm,{'Href': 'https://nb.translink.ca/geodata/480.kmz'}
137,16119,10808407,430,WEST,BRIGHOUSE STN,WB1,49.1951,-123.126633,04:47:30 pm,{'Href': 'https://nb.translink.ca/geodata/430.kmz'}
138,16120,10806802,407,SOUTH,GILBERT VIA VULCAN,SB2W,49.191967,-123.09625,04:46:58 pm,{'Href': 'https://nb.translink.ca/geodata/407.kmz'}
139,16121,10806189,406,NORTH,BRIGHOUSE STN,NB1,49.126433,-123.18395,04:44:11 pm,{'Href': 'https://nb.translink.ca/geodata/406.kmz'}
140,16122,10806759,407,SOUTH,GILBERT VIA VULCAN,SB2W,49.168183,-123.136467,04:47:28 pm,{'Href': 'https://nb.translink.ca/geodata/407.kmz'}
141,16123,10806345,406,SOUTH,STEVESTON,SB1W,49.133767,-123.183167,04:47:26 pm,{'Href': 'https://nb.translink.ca/geodata/406.kmz'}
142,16124,10805464,403,SOUTH,THREE ROAD,SB1PK,49.1336,-123.073733,04:47:23 pm,{'Href': 'https://nb.translink.ca/geodata/403.kmz'}
143,16125,10806797,407,SOUTH,GILBERT VIA VULCAN,SB2E,49.21065,-123.0756,04:42:29 pm,{'Href': 'https://nb.translink.ca/geodata/407.kmz'}
144,16126,10806989,408,EAST,IRONWOOD,EB1HW,49.1407,-123.103,04:47:28 pm,{'Href': 'https://nb.translink.ca/geodata/408.kmz'}
145,16128,10805417,403,NORTH,BRIDGEPORT STN,NB1,49.13345,-123.0887,04:46:24 pm,{'Href': 'https://nb.translink.ca/geodata/403.kmz'}
146,16130,10807039,408,WEST,BRIGHOUSE STN,WB1HW,49.138833,-123.0918,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/408.kmz'}
147,16132,11154488,255,EAST,CAPILANO UNIVERSITY - VIA LYNN VALLEY,EB2SP,49.317917,-123.023967,04:46:22 pm,{'Href': 'https://nb.translink.ca/geodata/255.kmz'}
148,16133,11154433,254,SOUTH,VANCOUVER,SB1,49.28875,-123.127817,04:46:56 pm,{'Href': 'https://nb.translink.ca/geodata/254.kmz'}
149,16134,11154535,255,WEST,PARK ROYAL - ONLY,WB2SP,49.313267,-123.03815,04:47:18 pm,{'Href': 'https://nb.translink.ca/geodata/255.kmz'}
150,16135,11154444,255,EAST,CAPILANO UNIVERSITY - VIA LYNN VALLEY,EB1B,49.33035,-123.16965,04:47:15 pm,{'Href': 'https://nb.translink.ca/geodata/255.kmz'}
151,16136,11154447,255,EAST,CAPILANO UNIVERSITY - VIA LYNN VALLEY,EB1B,49.323933,-123.11675,04:47:26 pm,{'Href': 'https://nb.translink.ca/geodata/255.kmz'}
152,16137,10823498,480,WEST,UBC,WB1P1,49.251883,-123.245817,04:46:47 pm,{'Href': 'https://nb.translink.ca/geodata/480.kmz'}
153,16140,11154286,250,WEST,DUNDARAVE - TO 25TH & MARINE,WB4,49.326633,-123.13075,04:47:17 pm,{'Href': 'https://nb.translink.ca/geodata/250.kmz'}
154,16201,10774441,049,EAST,METROTOWN STN,EB1,49.230933,-123.18535,04:45:56 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
155,16202,10774347,049,EAST,METROTOWN STN,EB1,49.2221,-123.0256,04:47:32 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
156,16203,10811801,620,NORTH,BRIDGEPORT STN VIA LADNER EXCH,NB1,49.0068,-123.130117,04:35:50 pm,{'Href': 'https://nb.translink.ca/geodata/620.kmz'}
157,16205,10774571,049,WEST,UBC,WB1,49.264733,-123.244017,04:47:33 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
158,16206,10774342,049,EAST,METROTOWN STN,EB1,49.226617,-123.131233,04:46:32 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
159,16207,10805388,403,NORTH,BRIDGEPORT STN,NB1,49.172567,-123.136517,04:47:25 pm,{'Href': 'https://nb.translink.ca/geodata/403.kmz'}
160,16208,10774485,049,WEST,UBC,WB1,49.2253,-123.0781,04:47:13 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
161,16210,10823426,480,EAST,BRIDGEPORT STN,EB1BP,49.19425,-123.120533,04:46:27 pm,{'Href': 'https://nb.translink.ca/geodata/480.kmz'}
162,16211,10774438,049,EAST,METROTOWN STN,EB1,49.26055,-123.240717,04:47:45 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
163,16212,10774482,049,WEST,UBC,WB1,49.226117,-123.00405,04:47:26 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
164,16213,10774442,049,EAST,METROTOWN STN,EB1,49.234217,-123.185317,04:47:50 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
165,16217,10774327,049,EAST,METROTOWN STN,EB1,49.227317,-123.1682,04:47:51 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
166,16219,10774437,049,EAST,METROTOWN STN,EB1,49.2678,-123.24685,04:47:42 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
167,16220,10774484,049,WEST,UBC,WB1,49.22465,-123.033217,04:47:22 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
168,16221,10774568,049,WEST,UBC,WB1,49.224717,-123.032817,04:47:25 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
169,16222,10774540,049,WEST,UBC,WB1,49.262367,-123.242033,04:47:26 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
170,16223,10774343,049,EAST,METROTOWN STN,EB1,49.2258,-123.107817,04:47:36 pm,{'Href': 'https://nb.translink.ca/geodata/049.kmz'}
171,16504,10813137,744,WEST,MEADOWTOWN,WB1,49.226817,-122.622617,04:47:31 pm,{'Href': 'https://nb.translink.ca/geodata/744.kmz'}
